School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate,region_name
Morehouse School of Medicine,,,,,,,,,,,,4,2,,,,,,5,,,,,,605.0,,,,,0.5845,Southeast
Oglethorpe University,0.4385,0.2415,0.1259,0.0452,0.0081,0.0,0.0074,0.0911,0.0422,0.4111,0.5889,3,2,0.0635,0.6755,620.0,575.0,1206.0,5,,22126.0,6811.0,1.0,0.7563,,35.0,1200.0,1.0,47975.5,0.5845,Southeast
Paine College,0.0113,0.914,0.0204,0.0,0.0023,0.0,0.0181,0.0136,0.0204,0.4457,0.5543,3,2,0.1138,0.6494,447.0,424.0,876.0,5,,13072.0,4753.0,0.6731,0.8465,,6.0,1000.0,1.0,47975.5,0.5845,Southeast
Piedmont University,0.7045,0.10800000000000001,0.0731,0.0097,0.0032,0.0008,0.0097,0.0057,0.0852,0.3531,0.6469,4,2,0.1956,0.5398,540.0,520.0,1069.0,5,,18950.0,7058.0,0.2971,0.6873,1227.0,51.0,1544.0,1.0,47975.5,0.5845,Southeast
Miami Ad School-Atlanta,0.4464,0.3929,0.0536,0.0357,0.0,0.0,0.0,0.0714,0.0,0.3571,0.6429,1,3,0.5893,,,,,5,,,,,0.4667,,,3000.0,,27754.0,0.5845,Southeast
Reinhardt University,0.6171,0.1684,0.0932,0.0108,0.0043,0.0007,0.0296,0.0246,0.0513,0.5166,0.4834,4,2,0.172,0.9202,545.0,530.0,1095.0,5,,22314.0,6161.0,0.4469,0.6219,91.0,46.0,1400.0,1.0,47975.5,0.5845,Southeast
Savannah Technical College,0.3449,0.4893,0.0865,0.0236,0.0061,0.0026,0.0366,0.0095,0.0009,0.3757,0.6243,2,1,0.4487,,,,,5,3742.0,,4620.0,0.3806,0.0,,535.0,1416.0,,27754.0,0.5845,Southeast
Savannah College of Art and Design,0.5379,0.1082,0.07400000000000001,0.0561,0.0058,0.0033,0.0001,0.1837,0.0308,0.3183,0.6817,4,2,0.0751,0.9591,590.0,555.0,1162.0,5,,43641.0,9331.0,0.8354,0.4208,2673.0,175.0,2070.0,1.0,47975.5,0.5845,Southeast
Savannah State University,0.0325,0.8075,0.0951,0.0009,0.0021,0.0003,0.0385,0.0176,0.0057,0.3887,0.6113,4,1,0.1137,0.332,495.0,470.0,965.0,5,10220.0,,6259.0,0.8206,0.7664,186.0,127.0,1600.0,1.0,47975.5,0.5845,Southeast
Shorter University,0.5973,0.2446,0.0674,0.0092,0.0025,0.0008,0.0316,0.0283,0.0183,0.4501,0.5499,4,2,0.1707,0.6032,515.0,515.0,1047.0,5,,19495.0,5678.0,0.6047,0.6265,93.0,192.0,1200.0,1.0,47975.5,0.5845,Southeast
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,0.2628,,,,,5,-884.0,,4681.0,1.0,0.0,,2007.0,1150.0,,27754.0,0.5845,Southeast
The Creative Circus,0.6564,0.1366,0.0441,0.0573,0.0,0.0044,0.0485,0.0,0.0529,0.3833,0.6167,1,3,0.7401,,,,,5,,34905.0,,,0.5845,,,,,27754.0,0.5845,Southeast
Spelman College,0.0014,0.9740000000000001,0.0,0.0005,0.0142,0.0,0.0024,0.0076,0.0,0.0,1.0,3,2,0.0184,0.4344,595.0,560.0,1167.0,5,,43843.0,8685.0,0.6778,0.7577,,2.0,3000.0,1.0,47975.5,0.5845,Southeast
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,0.0906,0.5463,505.0,485.0,996.0,5,,18374.0,9657.0,1.0,0.1944,1724.0,1727.0,850.0,1.0,47975.5,0.5845,Southeast
Toccoa Falls College,0.7465,0.1,0.0547,0.05,0.0047,0.0023,0.0326,0.006999999999999999,0.0023,0.45,0.55,3,2,0.0731,0.5978,535.0,500.0,1027.0,5,,22433.0,5731.0,0.2769,0.3702,,973.0,1000.0,1.0,47975.5,0.5845,Southeast
Truett McConnell University,0.7866,0.0631,0.0391,0.0038,0.0051,0.0,0.0,0.028999999999999998,0.0732,0.4356,0.5644,4,2,0.0211,0.9411,530.0,510.0,1052.0,5,,17961.0,4238.0,1.0,0.1751,72.0,2191.0,1600.0,1.0,47975.5,0.5845,Southeast
Wiregrass Georgia Technical College,0.5299,0.3701,0.0674,0.0072,0.003,0.0013,0.0161,0.0034,0.0017,0.39,0.61,2,1,0.2557,,,,,5,-673.0,,4040.0,0.6295,0.0,,2310.0,1300.0,,27754.0,0.5845,Southeast
Valdosta State University,0.4509,0.3984,0.0747,0.0119,0.0022,0.0013,0.0437,0.0151,0.0018,0.3579,0.6421,4,1,0.1519,0.5717,550.0,515.0,1072.0,5,13969.0,,6735.0,0.7278,0.5984,2680.0,242.0,1200.0,1.0,47975.5,0.5845,Southeast
Kentucky Wesleyan College,0.6934,0.1234,0.0311,0.012,0.0036,0.0,0.012,0.0084,0.1162,0.5078,0.4922,3,2,0.0406,0.6243,555.0,544.0,1141.0,5,,18605.0,5407.0,0.5165,0.6265,,28.0,1298.0,1.0,47975.5,0.5845,Southeast
University of West Georgia,0.4574,0.3864,0.0808,0.0098,0.002,0.0011,0.0394,0.0094,0.0138,0.3618,0.6382,4,1,0.1152,0.593,530.0,470.0,1020.0,5,16124.0,,6644.0,0.8262,0.5687,2827.0,669.0,1500.0,1.0,47975.5,0.5845,Southeast
Young Harris College,0.6674,0.1123,0.0496,0.0055,0.0022,0.0022,0.0297,0.0903,0.0407,0.4802,0.5198,3,2,0.0086,0.6465,535.0,505.0,1049.0,5,,17591.0,5687.0,0.5234,0.2954,13.0,494.0,0.0,5.0,47975.5,0.5845,Southeast
Chaminade University of Honolulu,0.1277,0.0411,0.0475,0.2914,0.0058,0.2426,0.0635,0.0148,0.1656,0.2831,0.7169,4,2,0.2506,0.9467,535.0,530.0,1073.0,8,,25075.0,8420.0,1.0,0.3785,595.0,14.0,1600.0,1.0,47975.5,0.5845,Far West
University of Hawaii at Hilo,0.1954,0.011000000000000001,0.1557,0.1508,0.0057,0.0884,0.342,0.0465,0.0045,0.3594,0.6406,4,1,0.2257,0.5162,545.0,535.0,1064.0,8,13885.0,,10186.0,0.7953,0.3949,554.0,172.0,1058.0,1.0,47975.5,0.5845,Far West
University of Hawaii at Manoa,0.1757,0.0151,0.1165,0.3781,0.0015,0.0254,0.2528,0.0321,0.0029,0.428,0.5720000000000001,4,1,0.1553,0.5847,585.0,585.0,1170.0,8,15030.0,,12363.0,0.7829999999999999,0.3334,4859.0,376.0,1058.0,1.0,47975.5,0.5845,Far West
Hawaii Institute of Hair Design,0.0345,0.0862,0.0517,0.4138,0.0,0.1552,0.2586,0.0,0.0,0.6207,0.3793,1,3,0.431,,,,,8,,20890.0,,,0.46299999999999997,,,,,27754.0,0.5845,Far West
Hawaii Pacific University,0.2731,0.0673,0.1653,0.1631,0.0058,0.0206,0.1693,0.0987,0.0369,0.3816,0.6184,4,2,0.2493,0.7483,560.0,540.0,1100.0,8,,27508.0,8586.0,0.4673,0.3248,475.0,930.0,1200.0,1.0,47975.5,0.5845,Far West
Honolulu Community College,0.0623,0.018000000000000002,0.1157,0.4072,0.0008,0.0684,0.2842,0.0061,0.0374,0.6528,0.3472,2,1,0.4162,,,,,8,8238.0,,8420.0,0.6769,0.0412,,892.0,1058.0,,36066.0,0.5845,Far West
Kapiolani Community College,0.0854,0.0108,0.1048,0.3973,0.002,0.0354,0.2357,0.1133,0.0154,0.3973,0.6027,2,1,0.3425,,,,,8,6368.0,,8941.0,0.6043,0.0777,,1935.0,1058.0,,36066.0,0.5845,Far West
Kauai Community College,0.1326,0.0053,0.1626,0.2749,0.0021,0.0513,0.3273,0.0246,0.0193,0.3572,0.6428,2,1,0.2753,,,,,8,9544.0,,8661.0,0.6727,0.0579,,438.0,1058.0,,27754.0,0.5845,Far West
Leeward Community College,0.0808,0.0261,0.1698,0.3346,0.0015,0.0525,0.3144,0.0125,0.0077,0.4007,0.5993,2,1,0.3315,,,,,8,7657.0,,8569.0,0.6355,0.048,,2016.0,1058.0,,36066.0,0.5845,Far West
University of Hawaii Maui College,0.1461,0.0049,0.1611,0.2736,0.0018,0.0671,0.2944,0.0252,0.026000000000000002,0.3394,0.6606,3,1,0.3479,,,,,8,9816.0,,8674.0,0.4977,0.0783,,726.0,1058.0,,36066.0,0.5845,Far West
University of Hawaii-West Oahu,0.0854,0.0201,0.1297,0.382,0.003,0.0395,0.3365,0.003,0.0008,0.3433,0.6567,3,1,0.3903,0.8442,510.0,510.0,1007.0,8,13331.0,,9730.0,0.5238,0.2721,,413.0,1058.0,5.0,47975.5,0.5845,Far West
Windward Community College,0.1399,0.0072,0.1841,0.13,0.0009,0.0632,0.4567,0.0009,0.0171,0.3727,0.6273,2,1,0.3111,,,,,8,9785.0,,8051.0,0.5778,0.0728,,1412.0,1058.0,,36066.0,0.5845,Far West
Carrington College-Boise,0.6278,0.022000000000000002,0.2137,0.0749,0.0176,0.0044,0.0198,0.0066,0.0132,0.1278,0.8722,2,3,0.6123,,,,,7,,35181.0,5642.0,0.4255,0.6288,,,,,27754.0,0.5845,Rocky Mountains
Boise Bible College,0.8298,0.0319,0.0426,0.0426,0.0106,0.0,0.0,0.0319,0.0106,0.5957,0.4043,3,2,0.1789,0.9474,550.0,505.0,1053.0,7,,20185.0,4623.0,0.875,0.3727,,1.0,600.0,1.0,47975.5,0.5845,Rocky Mountains
Boise State University,0.7362,0.0165,0.13699999999999998,0.0254,0.0034,0.0047,0.0508,0.0112,0.0149,0.436,0.564,4,1,0.18600000000000003,0.7744,570.0,560.0,1136.0,7,15787.0,,8285.0,0.5771,0.3296,3321.0,6000.0,1200.0,1.0,47975.5,0.5845,Rocky Mountains
College of Eastern Idaho,0.7865,0.0083,0.151,0.0092,0.0092,0.005,0.01,0.0,0.0209,0.3695,0.6305,2,1,0.3348,,,,,7,10790.0,,5920.0,0.4419,0.3543,,396.0,1451.0,,36066.0,0.5845,Rocky Mountains
Idaho State University,0.731,0.0128,0.1397,0.0125,0.0191,0.0032,0.0286,0.0369,0.0162,0.4342,0.5658,4,1,0.2202,,,,,7,16810.0,,7692.0,0.9364,0.3603,2049.0,3086.0,1000.0,,47975.5,0.5845,Rocky Mountains
The College of Idaho,0.5672,0.0233,0.1343,0.0215,0.0056,0.0056,0.0504,0.1754,0.0168,0.4888,0.5112,4,2,0.0269,0.486,,,,7,,21005.0,7189.0,0.5522,0.5305,14.0,5.0,1200.0,2.0,47975.5,0.5845,Rocky Mountains
Lewis-Clark State College,0.7863,0.0112,0.0882,0.0097,0.0228,0.003,0.0396,0.0179,0.0213,0.3743,0.6257,3,1,0.2681,0.9976,500.0,490.0,999.0,7,11046.0,,6490.0,0.9947,0.3871,,1071.0,1650.0,1.0,47975.5,0.5845,Rocky Mountains
Aveda Institute-Twin Falls,0.5781,0.0,0.3594,0.0156,0.0469,0.0,0.0,0.0,0.0,0.0313,0.9688,1,3,0.3594,,,,,7,,13567.0,,,0.6019,,,,,27754.0,0.5845,Rocky Mountains
Mr Leon's School of Hair Design-Moscow,0.8182,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.9091,1,3,,,,,,7,,12695.0,,,0.875,,,,,27754.0,0.5845,Rocky Mountains
North Idaho College,0.7915,0.0103,0.0713,0.0112,0.0163,0.0048,0.0505,0.0039,0.0402,0.3873,0.6127,2,1,0.267,,,,,7,6703.0,,6632.0,0.4351,0.2131,,1758.0,1248.0,,36066.0,0.5845,Rocky Mountains
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,0.2656,0.8553,560.0,530.0,1114.0,7,,20708.0,6277.0,0.9919,0.5622,688.0,228.0,1290.0,1.0,47975.5,0.5845,Rocky Mountains
Elevate Salon Institute-Chubbuck,0.8478,0.0,0.087,0.0217,0.0217,0.0,0.0217,0.0,0.0,0.0,1.0,1,3,0.3478,,,,,7,,12799.0,,,0.5439,,,,,27754.0,0.5845,Rocky Mountains
Brigham Young University-Idaho,0.7041,0.0051,0.0334,0.0095,0.0032,0.0052,0.0852,0.1305,0.0239,0.4255,0.5745,3,2,0.4078,0.9577,555.0,540.0,1111.0,7,,7167.0,8625.0,,0.1754,,473.0,400.0,1.0,47975.5,0.5845,Rocky Mountains
College of Southern Idaho,0.5991,0.0145,0.3025,0.0188,0.0069,0.0035,0.0171,0.0208,0.0168,0.3586,0.6414,2,1,0.1651,,,,,7,5766.0,,5993.0,1.0,0.0912,,3833.0,990.0,,36066.0,0.5845,Rocky Mountains
Adler University,,,,,,,,,,,,4,2,,,,,,3,,,8120.0,0.9055,,1558.0,,,,,0.5845,Great Lakes
American Islamic College,0.1667,0.3333,0.1667,0.3333,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3,2,0.6667,,,,,3,,,8287.0,,0.0,10.0,,600.0,1.0,47975.5,0.5845,Great Lakes
School of the Art Institute of Chicago,0.3443,0.0375,0.1063,0.0888,0.0013,0.001,0.0342,0.3305,0.055999999999999994,0.2548,0.7452,4,2,0.0644,0.5704,625.0,615.0,1238.0,3,,44815.0,10678.0,0.2476,0.3847,699.0,,1770.0,1.0,47975.5,0.5845,Great Lakes
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,0.0363,0.6691,605.0,620.0,1248.0,4,,24072.0,7020.0,0.7872,0.5971,295.0,53.0,1000.0,5.0,47975.5,0.5845,Plains
Aurora University,0.4614,0.0684,0.33899999999999997,0.0275,0.0027,0.0017,0.031,0.0047,0.0635,0.34700000000000003,0.653,4,2,0.1564,0.8673,523.0,525.0,1052.0,3,,17215.0,8324.0,0.2798,0.6483,2142.0,101.0,1000.0,1.0,47975.5,0.5845,Great Lakes
Southwestern Illinois College,0.638,0.1914,0.0535,0.011000000000000001,0.0024,0.002,0.052000000000000005,0.0051,0.0445,0.4471,0.5529,2,1,0.3347,,,,,3,7098.0,,7554.0,0.2673,0.1363,,1894.0,1678.0,,27754.0,0.5845,Great Lakes
Bethany Theological Seminary,,,,,,,,,,,,4,2,,,,,,3,,,6326.0,0.6154,,62.0,,,,,0.5845,Great Lakes
Black Hawk College,0.6467,0.109,0.1612,0.0245,0.0014,0.0,0.0394,0.0039,0.0138,0.3793,0.6207,2,1,0.2668,,,,,3,5706.0,,6874.0,0.4829,0.0976,,1656.0,1114.0,,36066.0,0.5845,Great Lakes
Blackburn College,0.7854,0.0938,0.0396,0.0146,0.0042,0.0,0.0292,0.0167,0.0167,0.4417,0.5583,3,2,0.0602,0.5714,515.0,495.0,1027.0,3,,15993.0,6550.0,0.5818,0.8058,,2.0,700.0,1.0,47975.5,0.5845,Great Lakes
Blessing Rieman College of Nursing and Health Sciences,0.903,0.0303,0.0121,0.0121,0.0061,0.0,0.0121,0.0,0.0242,0.10300000000000001,0.897,4,2,0.4485,,,,,3,,,5614.0,1.0,0.401,17.0,,,,47975.5,0.5845,Great Lakes
Blessing Hospital School of Radiologic Technology,0.9375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.875,1,2,0.3125,,,,,3,,,,,0.6667,,,,,27754.0,0.5845,Great Lakes
Bradley University,0.7096,0.0701,0.11199999999999999,0.0389,0.0011,0.0002,0.0314,0.0186,0.0182,0.493,0.507,4,2,0.0224,0.7021,585.0,585.0,1191.0,3,,25634.0,9338.0,0.527,0.6585,1293.0,11.0,1200.0,1.0,47975.5,0.5845,Great Lakes
Cameo Beauty Academy,0.2927,0.439,0.2439,0.0,0.0,0.0,0.0122,0.0,0.0122,0.0366,0.9634,1,3,0.5366,,,,,3,,16833.0,,,0.5702,,,,,27754.0,0.5845,Great Lakes
Cannella School of Hair Design-Villa Park,0.0196,0.0196,0.8627,0.0,0.0,0.0,0.0,0.0,0.098,0.0784,0.9216,1,3,0.5686,,,,,3,,4933.0,,,0.0,,,,,27754.0,0.5845,Great Lakes
Cannella School of Hair Design-Chicago,0.0,0.7705,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.9836,1,3,0.6557,,,,,3,,9042.0,,,0.2558,,,,,27754.0,0.5845,Great Lakes
Capri Beauty College,0.3818,0.4909,0.1091,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,1.0,1,3,0.1636,,,,,3,,11337.0,,,0.6301,,,,,27754.0,0.5845,Great Lakes
Carl Sandburg College,0.7425,0.0791,0.0994,0.006,0.003,0.0008,0.0422,0.0,0.0271,0.363,0.637,2,1,0.2364,,,,,3,2792.0,,6586.0,0.2155,0.1806,,597.0,810.0,,36066.0,0.5845,Great Lakes
Catholic Theological Union at Chicago,,,,,,,,,,,,4,2,,,,,,3,,,6661.0,1.0,,254.0,,,,,0.5845,Great Lakes
Midwestern University-Downers Grove,,,,,,,,,,,,4,2,,,,,,3,,,10963.0,0.9765,,2970.0,,,,,0.5845,Great Lakes
The Chicago School of Professional Psychology at Chicago,0.1818,0.0909,0.5455,0.0,0.0,0.0,0.0,0.0909,0.0909,0.1818,0.8182,4,2,0.4545,,,,,3,,,7604.0,0.7982,,1296.0,,,,,0.5845,Great Lakes
Chicago State University,0.0323,0.7188,0.0993,0.0064,0.0029,0.0005,0.0,0.0284,0.1115,0.3042,0.6958,4,1,0.5285,0.6334,475.0,477.0,958.0,3,11733.0,,7690.0,0.9771,0.7997,931.0,63.0,1800.0,1.0,47975.5,0.5845,Great Lakes
Chicago Theological Seminary,,,,,,,,,,,,4,2,,,,,,3,,,8848.0,0.8571,,242.0,,,,,0.5845,Great Lakes
University of Illinois Chicago,0.2654,0.0764,0.3419,0.2083,0.0004,0.0004,0.0298,0.0603,0.017,0.4791,0.5209,4,1,0.0864,0.727,565.0,580.0,1161.0,3,13312.0,,11857.0,0.7177,0.3848,10683.0,330.0,1400.0,1.0,47975.5,0.5845,Great Lakes
City Colleges of Chicago-Kennedy-King College,0.0258,0.7578,0.1721,0.0073,0.004,0.0,0.0278,0.0033,0.002,0.4222,0.5778,2,1,0.5307,,,,,3,5709.0,,8651.0,0.4371,0.0593,,899.0,1536.0,,27754.0,0.5845,Great Lakes
City Colleges of Chicago-Malcolm X College,0.0691,0.3336,0.532,0.0277,0.0004,0.0015,0.0217,0.0109,0.0031,0.2318,0.7682,2,1,0.4046,,,,,3,3689.0,,9702.0,0.3636,0.0457,,1514.0,1536.0,,27754.0,0.5845,Great Lakes
City Colleges of Chicago-Olive-Harvey College,0.0104,0.7568,0.1778,0.0008,0.0016,0.0008,0.0335,0.0088,0.0096,0.327,0.6729999999999999,2,1,0.4355,,,,,3,4574.0,,10027.0,0.3438,0.055999999999999994,,923.0,1536.0,,27754.0,0.5845,Great Lakes
City Colleges of Chicago-Harry S Truman College,0.1725,0.2895,0.3555,0.1189,0.0027,0.0008,0.0282,0.0293,0.0027,0.4195,0.5805,2,1,0.6476,,,,,3,4688.0,,9448.0,0.2481,0.018000000000000002,,3774.0,1536.0,,36066.0,0.5845,Great Lakes
City Colleges of Chicago-Richard J Daley College,0.1595,0.162,0.6514,0.0052,0.0017,0.0007,0.0122,0.0021,0.0052,0.5707,0.4293,2,1,0.5027,,,,,3,3015.0,,9509.0,0.2146,0.0058,,3644.0,1536.0,,27754.0,0.5845,Great Lakes
City Colleges of Chicago-Harold Washington College,0.098,0.2483,0.5226,0.0718,0.0014,0.0003,0.0284,0.0279,0.0014,0.4393,0.5607,2,1,0.2273,,,,,3,2992.0,,9750.0,0.2622,0.0272,,1396.0,1536.0,,36066.0,0.5845,Great Lakes
City Colleges of Chicago-Wilbur Wright College,0.2048,0.0618,0.6172,0.0719,0.0002,0.0015,0.0247,0.0158,0.0022,0.4735,0.5265,2,1,0.4012,,,,,3,2876.0,,10076.0,0.2651,0.0103,,3307.0,1536.0,,36066.0,0.5845,Great Lakes
Columbia College Chicago,0.5144,0.1386,0.1931,0.0371,0.0017,0.0015,0.0484,0.0423,0.0229,0.4218,0.5782,4,2,0.0939,0.9022,,,,3,,31099.0,8659.0,0.3124,0.6492,239.0,112.0,1600.0,2.0,47975.5,0.5845,Great Lakes
Concordia University-Chicago,0.469,0.1139,0.3111,0.022000000000000002,0.0,0.002,0.0413,0.0313,0.0093,0.4171,0.5829,4,2,0.1555,0.7472,545.0,550.0,1113.0,3,,16512.0,4365.0,0.6718,0.6757,4617.0,87.0,1200.0,1.0,47975.5,0.5845,Great Lakes
Coyne College,0.1113,0.3623,0.4736,0.0264,0.0,0.0,0.0208,0.0,0.0057,0.7659999999999999,0.23399999999999999,2,3,0.3755,,,,,3,,18563.0,4882.0,0.52,0.7333,,,,,27754.0,0.5845,Great Lakes
Danville Area Community College,0.6374,0.204,0.0619,0.0101,0.0013,0.0006,0.012,0.0,0.0726,0.451,0.5489999999999999,2,1,0.3219,,,,,3,5399.0,,6430.0,0.5366,0.063,,1061.0,700.0,,36066.0,0.5845,Great Lakes
Tricoci University of Beauty Culture-Danville,0.85,0.1,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.975,1,3,0.425,,,,,3,,14757.0,,,0.6812,,,,,27754.0,0.5845,Great Lakes
DePaul University,0.519,0.0792,0.1965,0.1056,0.0016,0.0017,0.0423,0.0311,0.023,0.4671,0.5329,4,2,0.1363,0.6822,,,,3,,30090.0,11071.0,0.4736,0.5445,7850.0,205.0,1104.0,2.0,47975.5,0.5845,Great Lakes
College of DuPage,0.4754,0.0847,0.2638,0.1111,0.0014,0.0,0.0306,0.0139,0.0191,0.4724,0.5276,2,1,0.3146,,,,,3,7566.0,,10902.0,0.22,0.0914,,7821.0,1384.0,,36066.0,0.5845,Great Lakes
East-West University,0.0313,0.66,0.1588,0.0157,0.0022,0.0,0.0089,0.12300000000000001,0.0,0.5056,0.4944,3,2,0.2595,,,,,3,,20633.0,5853.0,1.0,0.6025,,,1500.0,,47975.5,0.5845,Great Lakes
Eastern Illinois University,0.5914,0.2218,0.0856,0.0138,0.0031,0.0009,0.0293,0.0277,0.0264,0.4035,0.5965,4,1,0.12300000000000001,0.525,520.0,515.0,1051.0,3,14607.0,,8477.0,0.7803,0.4812,1577.0,1652.0,150.0,1.0,47975.5,0.5845,Great Lakes
Elgin Community College,0.4032,0.0434,0.4215,0.0639,0.0014,0.0009,0.0397,0.0067,0.0195,0.4748,0.5252,2,1,0.3073,,,,,3,4185.0,,10943.0,0.2405,0.0581,,2118.0,1500.0,,36066.0,0.5845,Great Lakes
Elmhurst University,0.58,0.0545,0.248,0.0599,0.0021,0.0014,0.0271,0.0114,0.0157,0.3819,0.6181,4,2,0.1214,0.6778,550.0,550.0,1114.0,3,,21485.0,7989.0,0.4015,0.5913,562.0,84.0,1200.0,1.0,47975.5,0.5845,Great Lakes
Eureka College,0.8028,0.0946,0.0282,0.006,0.008,0.002,0.0282,0.0101,0.0201,0.5312,0.4688,3,2,0.0838,0.6184,525.0,515.0,1044.0,3,,21344.0,5690.0,0.6066,0.7407,,16.0,1200.0,1.0,47975.5,0.5845,Great Lakes
First Institute of Travel Inc.,0.4915,0.0513,0.4487,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0726,0.9274,1,3,0.4359,,,,,3,,20122.0,,,0.7959,,,,,27754.0,0.5845,Great Lakes
Garrett-Evangelical Theological Seminary,,,,,,,,,,,,4,2,,,,,,3,,,9610.0,1.0,,314.0,,,,,0.5845,Great Lakes
Gem City College,0.9615,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462,0.6538,1,3,0.5769,,,,,3,,12005.0,,,0.55,,,,,27754.0,0.5845,Great Lakes
Governors State University,0.3008,0.3991,0.1523,0.0186,0.0003,0.0013,0.0284,0.0104,0.0889,0.3682,0.6318,4,1,0.4766,0.4561,480.0,455.0,955.0,3,12077.0,,7343.0,0.4525,0.5573,1583.0,34.0,1000.0,1.0,47975.5,0.5845,Great Lakes
Graham Hospital School of Nursing,0.9231,0.0385,0.0192,0.0192,0.0,0.0,0.0,0.0,0.0,0.0192,0.9808,1,2,0.5385,1.0,,,,3,,,,,0.6341,,,3477.0,1.0,27754.0,0.5845,Great Lakes
Greenville University,0.6564,0.1279,0.0662,0.0046,0.0,0.0023,0.0342,0.0868,0.0217,0.5468,0.4532,4,2,0.1051,0.5612,530.0,535.0,1076.0,3,,20689.0,5681.0,1.0,0.7147,179.0,37.0,950.0,1.0,47975.5,0.5845,Great Lakes
Hair Professionals Career College,0.5349,0.2791,0.09300000000000001,0.0,0.0,0.0233,0.0465,0.0,0.0233,0.0698,0.9302,1,3,0.5116,,,,,3,,13495.0,,,0.5472,,,,,27754.0,0.5845,Great Lakes
Hair Professionals School of Cosmetology,0.4308,0.1385,0.2769,0.0538,0.0,0.0077,0.0846,0.0077,0.0,0.0308,0.9692,1,3,0.3308,,,,,3,,19336.0,,,0.6337,,,,,27754.0,0.5845,Great Lakes
Hebrew Theological College,0.9626,0.0,0.0187,0.0,0.0,0.0,0.0,0.0093,0.0093,0.243,0.757,3,2,0.0725,1.0,,,,3,,15281.0,3175.0,0.3902,0.1856,,86.0,1776.0,5.0,47975.5,0.5845,Great Lakes
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,0.1435,,,,,2,7583.0,,4900.0,0.26,0.2111,,1741.0,2000.0,,36066.0,0.5845,Mid East
Rosalind Franklin University of Medicine and Science,,,,,,,,,,,,4,2,,,,,,3,,,11090.0,0.6788,,2102.0,,,,47975.5,0.5845,Great Lakes
Benedictine University,0.4254,0.0894,0.1829,0.1556,0.013000000000000001,0.0049,0.0,0.0183,0.1105,0.4592,0.5408,4,2,0.1568,0.4171,518.0,559.0,1098.0,3,,25143.0,8593.0,0.3571,0.6328,1908.0,32.0,1510.0,1.0,47975.5,0.5845,Great Lakes
Illinois College of Optometry,,,,,,,,,,,,4,2,,,,,,3,,,9670.0,0.6494,,546.0,,,,,0.5845,Great Lakes
University of Illinois Urbana-Champaign,0.4309,0.0636,0.1295,0.1933,0.0003,0.0006,0.0341,0.1406,0.0071,0.5357,0.4643,4,1,0.0157,0.5903,650.0,690.0,1342.0,3,15880.0,,12740.0,0.7408,0.3503,17485.0,1040.0,1200.0,1.0,47975.5,0.5845,Great Lakes
Illinois Wesleyan University,0.6986,0.0686,0.0871,0.0661,0.0,0.0006,0.0241,0.0426,0.0124,0.4793,0.5207,3,2,0.0031,0.608,605.0,615.0,1245.0,3,,26039.0,8316.0,0.6839,0.6521,,10.0,800.0,1.0,47975.5,0.5845,Great Lakes
Illinois Central College,0.7282,0.1277,0.0601,0.0168,0.002,0.0012,0.0454,0.0163,0.0025,0.4186,0.5814,2,1,0.2388,,,,,3,9578.0,,7754.0,0.3577,0.1083,,2672.0,1200.0,,36066.0,0.5845,Great Lakes
Chamberlain University-Illinois,0.5657,0.152,0.1368,0.0673,0.0031,0.0043,0.0131,0.0036,0.0541,0.1065,0.8935,4,3,0.8878,1.0,,,,3,,25598.0,7835.0,0.0775,0.5978,13068.0,133.0,600.0,2.0,47975.5,0.5845,Great Lakes
Olney Central College,0.905,0.0317,0.0166,0.0075,0.0015,0.003,0.0317,0.0,0.003,0.368,0.632,2,1,0.3104,,,,,3,6832.0,,6509.0,0.4194,0.1088,,371.0,1300.0,,36066.0,0.5845,Great Lakes
