School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,region
Northwest Technical Institute,0.5801,0.0387,0.3094,0.0166,0.0055,0.0221,0.0276,0.0,0.0,0.6906,0.3094,1,1,5
Ouachita Baptist University,0.8038,0.0722,0.0584,0.0079,0.0039,0.0007,0.0282,0.0249,0.0,0.4239,0.5761,3,2,5
Arkansas State University Three Rivers,0.6667,0.2305,0.0419,0.0057,0.0057,0.0,0.0476,0.0,0.0019,0.261,0.7390000000000001,2,1,5
Ozarka College,0.9499,0.0147,0.0208,0.0049,0.0086,0.0012,0.0,0.0,0.0,0.2689,0.7311,2,1,5
University of the Ozarks,0.4384,0.0677,0.1145,0.0086,0.0086,0.0012,0.0382,0.2599,0.0628,0.4914,0.5086,3,2,5
University of Arkansas Community College-Morrilton,0.728,0.0939,0.0939,0.0061,0.0018,0.0,0.0533,0.0188,0.0042,0.3622,0.6378,2,1,5
Philander Smith College,0.003,0.9217,0.01,0.001,0.001,0.003,0.0181,0.0341,0.008,0.3614,0.6386,3,2,5
Phillips Community College of the University of Arkansas,0.4014,0.5532,0.0213,0.0043,0.0014,0.0,0.0184,0.0,0.0,0.3319,0.6681,2,1,5
Southeast Arkansas College,0.2194,0.618,0.1371,0.0088,0.002,0.001,0.0137,0.0,0.0,0.3203,0.6797,2,1,5
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
University of Arkansas-Pulaski Technical College,0.4377,0.4288,0.0259,0.016,0.006,0.0015,0.0361,0.0099,0.038,0.3532,0.6468,2,1,5
University of Arkansas Hope-Texarkana,0.5097,0.3769,0.0918,0.0065,0.0054,0.0011,0.0054,0.0,0.0032,0.2613,0.7387,2,1,5
University of Arkansas Community College Rich Mountain,0.7901,0.0115,0.0763,0.0115,0.0191,0.0038,0.0248,0.0573,0.0057,0.3416,0.6584,2,1,5
Paul Mitchell the School-Arkansas,0.7941,0.0098,0.1275,0.0294,0.0294,0.0098,0.0,0.0,0.0,0.0588,0.9412,1,3,5
Searcy Beauty College,0.9041,0.0137,0.0411,0.0,0.0411,0.0,0.0,0.0,0.0,0.0137,0.9863,1,3,5
Shorter College,0.0181,0.9367,0.0271,0.0,0.0045,0.0,0.0136,0.0,0.0,0.2941,0.7059,2,2,5
Williams Baptist University,0.7285,0.1309,0.041,0.0,0.0039,0.002,0.0215,0.0723,0.0,0.5352,0.4648,4,2,5
South Arkansas Community College,0.5371,0.3686,0.0515,0.0061,0.0026,0.0,0.021,0.0105,0.0026,0.2524,0.7476,2,1,5
Southern Arkansas University Main Campus,0.6596,0.2405,0.0458,0.0066,0.0044,0.0006,0.0218,0.0205,0.0,0.4444,0.5556,4,1,5
Southern Arkansas University Tech,0.4744,0.4034,0.0483,0.0028,0.0028,0.0,0.0625,0.0057,0.0,0.446,0.5539999999999999,2,1,5
Velvatex College of Beauty Culture,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5
University of Arkansas-Fort Smith,0.6424,0.0367,0.1378,0.0528,0.0193,0.001,0.0985,0.0115,0.0,0.402,0.598,4,1,5
Academy of Art University,0.1511,0.0632,0.1082,0.0528,0.0046,0.0053,0.0283,0.2563,0.3301,0.4339,0.5661,4,3,8
Avalon School of Cosmetology-Alameda,0.1489,0.2979,0.383,0.0851,0.0,0.0213,0.0213,0.0,0.0426,0.0,1.0,1,3,8
Allan Hancock College,0.2172,0.0198,0.6464,0.0339,0.0029,0.0028,0.0309,0.0019,0.0443,0.4542,0.5458,2,1,8
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,2,2,8
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,2,2,8
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,2,2,8
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,2,2,8
American Beauty College,0.0761,0.0109,0.8696,0.0109,0.0109,0.0,0.0109,0.0,0.0109,0.3587,0.6413,1,3,8
American Career College-Los Angeles,0.0645,0.1347,0.6324,0.1168,0.0026,0.0198,0.0262,0.0,0.0032,0.224,0.7759999999999999,2,3,8
American Conservatory Theater,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2,8
American River College,0.377,0.0719,0.292,0.1153,0.0049,0.0085,0.0539,0.0036,0.0729,0.5453,0.4547,2,1,8
Antelope Valley College,0.1567,0.1395,0.5803,0.0353,0.0035,0.0016,0.0439,0.0013,0.0379,0.423,0.5770000000000001,3,1,8
The Creative Center,0.85,0.0,0.05,0.0,0.025,0.0,0.075,0.0,0.0,0.275,0.725,3,3,4
Associated Technical College-Los Angeles,0.0896,0.4299,0.3761,0.0119,0.0,0.0,0.0537,0.0,0.0388,0.4597,0.5403,1,3,8
Associated Technical College-San Diego,0.2118,0.2471,0.4235,0.0235,0.0,0.0471,0.0,0.0,0.0471,0.7765,0.2235,1,3,8
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,4,2,8
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,4,2,8
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,4,2,8
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,4,2,8
Bakersfield College,0.1782,0.0487,0.6734,0.0391,0.0033,0.001,0.0327,0.0029,0.0208,0.4435,0.5565,3,1,8
Barstow Community College,0.2424,0.1557,0.4345,0.0321,0.0064,0.0129,0.0643,0.005,0.0468,0.3402,0.6598,2,1,8
Bellus Academy-Chula Vista,0.0251,0.1297,0.6318,0.0837,0.0126,0.0084,0.0962,0.0,0.0126,0.3096,0.6904,1,3,8
Bellus Academy-Chula Vista,0.0251,0.1297,0.6318,0.0837,0.0126,0.0084,0.0962,0.0,0.0126,0.3096,0.6904,1,3,8
Bellus Academy-Chula Vista,0.0251,0.1297,0.6318,0.0837,0.0126,0.0084,0.0962,0.0,0.0126,0.3096,0.6904,1,3,8
Bethesda University,0.0659,0.1202,0.1318,0.1395,0.0,0.0,0.0233,0.5194,0.0,0.7016,0.2984,4,2,8
Biola University,0.4542,0.0275,0.2074,0.1506,0.0027,0.0079,0.0635,0.0501,0.036000000000000004,0.3672,0.6328,4,2,8
Brownson Technical School,0.2264,0.0377,0.5849,0.1321,0.0,0.0,0.0,0.0,0.0189,1.0,0.0,1,3,8
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,6
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,6
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,6
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,6
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,6
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,4,3,6
Butte College,0.5025,0.0212,0.3046,0.0605,0.0106,0.0032,0.0605,0.0105,0.0263,0.4502,0.5498,2,1,8
California Institute of Integral Studies,0.5942,0.087,0.1739,0.0435,0.0,0.0,0.0725,0.0145,0.0145,0.2609,0.7391,4,2,8
Cabrillo College,0.4028,0.0116,0.4718,0.0313,0.0029,0.0016,0.0507,0.0074,0.0198,0.4574,0.5426,2,1,8
California Baptist University,0.3853,0.0638,0.3638,0.0596,0.0062,0.0099,0.0562,0.0225,0.0327,0.3756,0.6244,4,2,8
California College of the Arts,0.1931,0.0405,0.1402,0.1436,0.0096,0.0062,0.0137,0.4344,0.0186,0.3567,0.6433,4,2,8
California Institute of Technology,0.2697,0.0171,0.1716,0.3657,0.0,0.0011,0.0896,0.0842,0.0011,0.5469,0.4531,4,2,8
California Lutheran University,0.4088,0.037000000000000005,0.3718,0.0481,0.0016,0.0049,0.0718,0.0299,0.026,0.4368,0.5632,4,2,8
California Polytechnic State University-San Luis Obispo,0.5364,0.0084,0.1757,0.1365,0.0014,0.0022,0.077,0.0214,0.0411,0.518,0.482,4,1,8
Alliant International University-San Diego,0.4037,0.0734,0.1927,0.0856,0.0,0.0,0.0245,0.1346,0.0856,0.4159,0.5841,4,3,8
California State University-Bakersfield,0.1463,0.0461,0.5951,0.0619,0.0043,0.0017,0.0227,0.0433,0.0787,0.3772,0.6228,4,1,8
California State University-Stanislaus,0.1957,0.0225,0.5639,0.0915,0.0025,0.004,0.0332,0.039,0.0476,0.3475,0.6525,4,1,8
California State University-San Bernardino,0.1072,0.0464,0.6719,0.05,0.0017,0.0013,0.0214,0.0665,0.0337,0.3928,0.6072,4,1,8
California State Polytechnic University-Pomona,0.1497,0.0335,0.4725,0.2152,0.0014,0.0021,0.036000000000000004,0.0594,0.0303,0.5286,0.4714,4,1,8
California State University-Chico,0.4313,0.0279,0.3455,0.056,0.005,0.0025,0.0538,0.0265,0.0514,0.4689,0.5311,4,1,8
California State University-Dominguez Hills,0.0541,0.1051,0.6607,0.0745,0.0008,0.0025,0.0254,0.0491,0.0277,0.3753,0.6247,4,1,8
California State University-Fresno,0.1792,0.0263,0.5455,0.1272,0.004,0.0018,0.0263,0.0551,0.0346,0.4095,0.5905,4,1,8
California State University-Fullerton,0.1799,0.0188,0.4581,0.2098,0.0011,0.0018,0.0393,0.0616,0.0295,0.4311,0.5689,4,1,8
California State University-East Bay,0.14800000000000002,0.0995,0.3649,0.2266,0.001,0.0102,0.0504,0.0546,0.0448,0.3993,0.6007,4,1,8
California State University-Long Beach,0.1681,0.0373,0.4436,0.2104,0.0011,0.0027,0.0464,0.064,0.0266,0.4369,0.5631,4,1,8
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,4,1,8
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,4,1,8
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,4,1,8
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,4,1,8
California State University-Northridge,0.2036,0.0481,0.515,0.0944,0.001,0.001,0.03,0.0712,0.0357,0.4527,0.5473,4,1,8
California State University-Sacramento,0.2512,0.0604,0.3454,0.1938,0.0021,0.0086,0.0604,0.0342,0.0437,0.4454,0.5546,4,1,8
University of California-Berkeley,0.2396,0.0191,0.1609,0.3553,0.0011,0.0017,0.0586,0.1271,0.0366,0.4604,0.5396,4,1,8
University of California-Davis,0.2303,0.0212,0.2317,0.2764,0.0015,0.0038,0.0551,0.1675,0.0125,0.3928,0.6072,4,1,8
University of California-Irvine,0.133,0.0199,0.2572,0.3606,0.0007,0.0025,0.0442,0.1703,0.0117,0.4786,0.5214,4,1,8
University of California-Riverside,0.1149,0.0367,0.4129,0.3417,0.0013,0.0038,0.0397,0.0385,0.0104,0.4606,0.5394,4,1,8
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,4,1,8
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,4,1,8
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,4,1,8
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,4,1,8
University of California-Santa Barbara,0.3003,0.0197,0.2498,0.1729,0.0015,0.0013,0.0842,0.1476,0.0228,0.4544,0.5456,4,1,8
University of California-Santa Cruz,0.3107,0.0175,0.2629,0.2189,0.0009,0.0011,0.0819,0.09,0.0162,0.521,0.479,4,1,8
Sofia University,0.375,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.875,4,3,8
California Beauty School,0.2952,0.0571,0.5333,0.0476,0.0381,0.0095,0.0095,0.0,0.0095,0.019,0.981,1,3,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,4,2,8
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,2
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,2
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,2
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,2
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,2
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,4,1,2
California Hair Design Academy,0.4297,0.0781,0.2969,0.0859,0.0,0.0,0.1094,0.0,0.0,0.2031,0.7969,1,3,8
California Institute of the Arts,0.4059,0.0404,0.134,0.1064,0.0039,0.001,0.0581,0.2079,0.0424,0.4463,0.5537,4,2,8
California State University Maritime Academy,0.4544,0.0296,0.2239,0.101,0.0066,0.0187,0.1065,0.0077,0.0516,0.8299,0.1701,4,1,8
Canada College,0.2118,0.026,0.4573,0.1401,0.0015,0.0139,0.0418,0.0597,0.048,0.3962,0.6038,2,1,8
College of the Canyons,0.2822,0.0524,0.5046,0.0998,0.004,0.0024,0.018000000000000002,0.0095,0.027000000000000003,0.5324,0.4676,2,1,8
Career Academy of Beauty,0.327,0.0503,0.4403,0.1447,0.0126,0.0063,0.0189,0.0,0.0,0.0126,0.9874,1,3,8
Casa Loma College-Van Nuys,0.4568,0.0617,0.358,0.1111,0.0,0.0062,0.0,0.0062,0.0,0.3333,0.6667,2,2,8
CET-San Diego,0.1765,0.1294,0.4765,0.2059,0.0059,0.0,0.0059,0.0,0.0,0.7588,0.2412,1,2,8
CET-San Jose,0.0699,0.0393,0.7817,0.0568,0.0131,0.0044,0.0306,0.0,0.0044,0.6419,0.3581,1,2,8
CET-El Centro,0.0,0.0,0.9954,0.0,0.0,0.0,0.0046,0.0,0.0,0.7235,0.2765,1,2,8
CET-Colton,0.1687,0.1265,0.6566,0.012,0.0181,0.0,0.0181,0.0,0.0,0.9217,0.0783,1,2,8
CET-Watsonville,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707,0.6293,1,2,8
CET-Salinas,0.0069,0.0069,0.9722,0.0,0.0069,0.0,0.0069,0.0,0.0,0.2014,0.7986,1,2,8
Cerritos College,0.0767,0.0505,0.6546,0.07,0.0025,0.0033,0.0231,0.0057,0.1137,0.4816,0.5184,2,1,8
Cerro Coso Community College,0.3704,0.077,0.4063,0.0427,0.0221,0.0046,0.0528,0.0005,0.0237,0.4122,0.5878,2,1,8
Chabot College,0.1391,0.0992,0.4087,0.2354,0.0025,0.0156,0.0642,0.0057,0.0295,0.4855,0.5145,2,1,8
Chaffey College,0.1307,0.0715,0.6616,0.0637,0.0021,0.0021,0.028,0.0071,0.0334,0.4015,0.5985,2,1,8
Chapman University,0.5151,0.0169,0.1612,0.1429,0.0014,0.003,0.0784,0.0388,0.0424,0.3936,0.6064,4,2,8
Charles R Drew University of Medicine and Science,0.0437,0.388,0.3169,0.1093,0.0,0.0,0.0601,0.0219,0.0601,0.3497,0.6503,4,2,8
Charles R Drew University of Medicine and Science,0.0437,0.388,0.3169,0.1093,0.0,0.0,0.0601,0.0219,0.0601,0.3497,0.6503,4,2,8
Charles R Drew University of Medicine and Science,0.0437,0.388,0.3169,0.1093,0.0,0.0,0.0601,0.0219,0.0601,0.3497,0.6503,4,2,8
Charles R Drew University of Medicine and Science,0.0437,0.388,0.3169,0.1093,0.0,0.0,0.0601,0.0219,0.0601,0.3497,0.6503,4,2,8
Concordia University-Irvine,0.4829,0.0412,0.253,0.0969,0.0035,0.0029,0.0708,0.0459,0.0029,0.3941,0.6059,4,2,8
San Diego Christian College,0.4009,0.1087,0.3305,0.0277,0.0085,0.0085,0.0597,0.0277,0.0277,0.4733,0.5267,4,2,8
Stockton Christian Life College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,8
Citrus College,0.1418,0.0358,0.6562,0.0772,0.0022,0.0016,0.0263,0.0361,0.0228,0.4489,0.5511,2,1,8
Citrus Heights Beauty College,0.5935,0.0325,0.2276,0.0488,0.0081,0.0407,0.0163,0.0,0.0325,0.0163,0.9837,1,3,8
City College of San Francisco,0.2026,0.068,0.2571,0.345,0.0024,0.0075,0.048,0.0255,0.0439,0.4663,0.5337,2,1,8
Claremont McKenna College,0.412,0.0442,0.1536,0.1154,0.0007,0.0015,0.0652,0.1566,0.0509,0.5049,0.4951,4,2,8
Milan Institute-Visalia,0.162,0.0228,0.762,0.0076,0.0177,0.0051,0.0203,0.0,0.0025,0.0886,0.9114,1,3,8
Clovis Adult Education,0.1371,0.0447,0.5544,0.2459,0.0,0.0015,0.0119,0.0,0.0045,0.1356,0.8644,1,1,8
Coastline Community College,0.2948,0.1018,0.3192,0.1956,0.0061,0.0046,0.0415,0.0131,0.0233,0.5701,0.4299,2,1,8
Cogswell University of Silicon Valley,0.281,0.0776,0.2181,0.2163,0.0111,0.0018,0.0499,0.024,0.1201,0.6821,0.3179,3,3,8
Coba Academy,0.1605,0.0741,0.6667,0.0864,0.0123,0.0,0.0,0.0,0.0,0.2222,0.7778,1,3,8
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,2,3,5
Columbia College Hollywood,0.3736,0.1782,0.2345,0.0448,0.0103,0.0034,0.0782,0.0345,0.0425,0.6103,0.3897,3,2,8
Compton College,0.0153,0.2265,0.6244,0.0396,0.0014,0.004,0.0184,0.0,0.0703,0.3425,0.6575,2,1,8
Contra Costa College,0.1063,0.1618,0.4516,0.1878,0.0014,0.0053,0.0574,0.0122,0.0162,0.3889,0.6111,2,1,8
Cosumnes River College,0.2206,0.0943,0.2778,0.2933,0.0047,0.013,0.0689,0.006,0.0215,0.4439,0.5561,2,1,8
Crafton Hills College,0.33,0.0351,0.496,0.0651,0.0034,0.0019,0.0508,0.0015,0.0162,0.4472,0.5528,2,1,8
Cuesta College,0.5222,0.0296,0.3112,0.0362,0.0057,0.002,0.0519,0.0034,0.0379,0.4714,0.5286,2,1,8
Cuyamaca College,0.4452,0.0467,0.3353,0.0551,0.0054,0.0035,0.0633,0.0044,0.0411,0.4437,0.5563,2,1,8
Cypress College,0.1502,0.0423,0.4855,0.2321,0.0019,0.0038,0.0361,0.0118,0.0362,0.4381,0.5619,3,1,8
De Anza College,0.1716,0.0271,0.2722,0.3633,0.0011,0.0049,0.0449,0.1031,0.0118,0.5092,0.4908,2,1,8
International School of Beauty Inc,0.3007,0.021,0.6224,0.021,0.0,0.0,0.014,0.0,0.021,0.2378,0.7622,1,3,8
International School of Beauty Inc,0.3007,0.021,0.6224,0.021,0.0,0.0,0.014,0.0,0.021,0.2378,0.7622,1,3,8
International School of Beauty Inc,0.3007,0.021,0.6224,0.021,0.0,0.0,0.014,0.0,0.021,0.2378,0.7622,1,3,8
International School of Beauty Inc,0.3007,0.021,0.6224,0.021,0.0,0.0,0.014,0.0,0.021,0.2378,0.7622,1,3,8
Dell'Arte International School of Physical Theatre,0.6111,0.0,0.0,0.0,0.0,0.0,0.0556,0.2778,0.0556,0.2222,0.7778,4,2,8
College of the Desert,0.1567,0.0262,0.7335,0.0294,0.0034,0.0011,0.026,0.0091,0.0145,0.4428,0.5572,2,1,8
Design Institute of San Diego,0.5124,0.0744,0.2149,0.0744,0.0083,0.0165,0.0331,0.0661,0.0,0.0992,0.9008,3,3,8
Diablo Valley College,0.3393,0.0528,0.2715,0.1719,0.002,0.0041,0.086,0.0523,0.0202,0.4905,0.5095,2,1,8
