School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Grace College and Theological Seminary,0.8221,0.0414,0.0719,0.0094,0.0007,0,0.024,0.0123,0.0182,0.3994,0.6006,4,2,0.0729,0.799,,,,3,,20820,7183,0.9828,0.5772,338,242,1000,2,47975.5,0.5845
Empire Beauty School-Hanover Park,0.25,0.325,0.2,0.05,0,0,0.1,0,0.075,0,1,1,3,0.425,,,,,3,,16314,,,0.4026,,,,,27754,0.5845
J Michael Harrold Beauty Academy,0.88,0.04,0.02,0,0,0,0.06,0,0,0.04,0.96,1,3,0.32,,,,,3,,19105,,,0.6067,,,,,27754,0.5845
College of the Holy Cross,0.694,0.0484,0.1126,0.044,0.0003,0.0007,0.0338,0.0331,0.0331,0.4787,0.5213,3,2,0.0003,0.3422,665,680,1356,1,,37292,11417,0.882,0.5461,,32,1000,5,47975.5,0.5845
PJ's College of Cosmetology-Clarksville,0.7399,0.1525,0.0224,0.0179,0.0045,0,0.0583,0,0.0045,0.0314,0.9686,1,3,0.3408,,,,,3,,13273,,,0.5074,,,,,27754,0.5845
Huntington University,0.8153,0.0291,0.0562,0.008,0.002,0.003,0.0442,0.0422,0,0.4187,0.5813,4,2,0.0888,0.7546,530,528,1075,3,,22869,6770,1,0.5998,258,130,1000,1,47975.5,0.5845
Ivy Tech Community College,0.7059,0.1434,0.0423,0.0198,0.004,0.0018,0.0389,0.0106,0.0332,0.4093,0.5907,2,1,0.3835,,,,,3,6919,,5772,0.3252,0.1789,,13711,1440,,27754,0.5845
Purdue University Fort Wayne,0.743,0.0661,0.0784,0.0359,0.0018,0.0007,0.0458,0.0259,0.0025,0.4901,0.5099,4,1,0.1303,0.8143,545,535,1085,3,10912,,7632,0.9228,0.3328,511,2947,1240,1,47975.5,0.5845
Purdue University - Purdue Polytechnic Indianapolis,,,,,,,,,,,,0,1,,,,,,3,,,,,,,,,,,0.5845
Indiana University-Purdue University-Indianapolis,0.6669,0.0947,0.0942,0.0542,0.0011,0.0003,0.0482,0.0357,0.0047,0.4164,0.5836,4,1,0.1658,0.8073,550,550,1106,3,11285,,8593,0.5653,0.4276,8364,673,1110,1,47975.5,0.5845
Indiana Institute of Technology,0.4892,0.1835,0.0612,0.0215,0.0007,0.0027,0.0423,0.1546,0.0444,0.6465,0.3535,4,2,0.0635,0.5964,515,525,1054,3,,19305,7761,1,0.7393,647,88,0,1,47975.5,0.5845
University of Southern Indiana,0.8529,0.0431,0.042,0.0134,0.0011,0.0006,0.0293,0.0165,0.0011,0.3648,0.6352,4,1,0.1004,0.9332,540,535,1090,3,13437,,7260,1,0.384,1543,2133,1200,1,47975.5,0.5845
Indiana State University,0.6749,0.1848,0.0525,0.0127,0.0033,0.0008,0.0415,0.0242,0.0052,0.4375,0.5625,4,1,0.1789,0.8957,,,,3,13896,,7411,0.7261,0.5669,1930,611,1200,2,47975.5,0.5845
Indiana University-Kokomo,0.8263,0.0367,0.0647,0.0105,0.0022,0,0.0316,0.0134,0.0145,0.3434,0.6566,4,1,0.1842,0.7364,525,525,1053,3,9796,,6365,0.5484,0.4186,195,217,1110,1,47975.5,0.5845
Indiana University-South Bend,0.6715,0.079,0.1426,0.0178,0.0011,0.0009,0.0487,0.0307,0.0077,0.3597,0.6403,4,1,0.205,0.777,520,520,1042,3,8717,,6536,0.627,0.4476,541,119,1110,1,47975.5,0.5845
Indiana University-Bloomington,0.687,0.0451,0.0718,0.0649,0.0009,0.0002,0.0472,0.0804,0.0027,0.5064,0.4936,4,1,0.019,0.7791,625,630,1274,3,13253,,10670,0.8764,0.3146,10176,290,1110,1,47975.5,0.5845
Indiana University-Northwest,0.5143,0.1516,0.2505,0.0289,0.0006,0.0003,0.0405,0.0055,0.0079,0.2803,0.7197,4,1,0.2348,0.7462,510,495,1013,3,7755,,7275,0.5,0.4344,423,168,1110,1,47975.5,0.5845
Indiana University-Southeast,0.8142,0.0651,0.0503,0.0188,0.0014,0.0007,0.0373,0.0058,0.0065,0.3865,0.6135,4,1,0.2311,0.8191,525,510,1043,3,10657,,7119,0.978,0.3986,485,81,1110,1,47975.5,0.5845
Indiana University-East,0.7553,0.053,0.0431,0.0118,0.0022,0.001,0.038,0.0163,0.0794,0.349,0.651,4,1,0.398,0.6252,525,510,1041,3,7722,,6940,0.4054,0.4188,266,365,1110,1,47975.5,0.5845
International Business College-Fort Wayne,0.879,0.0081,0.0161,0.0161,0.0081,0,0.0323,0,0.0403,0.129,0.871,2,3,0.0161,0.7372,,,,3,,17201,3927,,0.8859,,,1500,3,36066,0.5845
International Business College-Indianapolis,0.7126,0.0906,0.1102,0.0236,0,0,0.0591,0,0.0039,0.1969,0.8031,2,3,0.0748,0.7933,,,,3,,16282,4589,0.6,0.8566,,,2013,3,36066,0.5845
Tricoci University of Beauty Culture-Lafayette,0.5769,0.2692,0.0897,0.0128,0,0,0.0385,0.0128,0,0.0513,0.9487,1,3,0.3462,,,,,3,,14742,,,0.6903,,,,,27754,0.5845
Empire Beauty School-Indianapolis,0.5331,0.2769,0.062,0.0331,0.0041,0,0.0702,0,0.0207,0.0207,0.9793,1,3,0.4298,,,,,3,,16073,,,0.5552,,,,,27754,0.5845
University of New Hampshire at Manchester,0.6893,0.0254,0.072,0.0636,0,0,0.024,0.0028,0.1229,0.4802,0.5198,3,1,0.2365,0.9079,560,545,1105,1,13649,,9815,0.3964,0.5062,30,15,1000,5,47975.5,0.5845
Marian University,0.7273,0.0634,0.0876,0.0174,0.0076,0.0023,0.0264,0.0317,0.0363,0.315,0.685,4,2,0.1756,0.6461,485,495,1025,3,,19928,6672,0.8875,0.7196,329,3,800,1,47975.5,0.5845
Indiana Wesleyan University-Marion,0.8296,0.0372,0.0442,0.0174,0.0015,0.0012,0.0345,0.0167,0.0178,0.3594,0.6406,4,2,0.0282,0.67,570,555,1135,3,,20946,7269,1,0.5713,403,180,1384,1,47975.5,0.5845
The University of Tennessee-Martin,0.7869,0.1343,0.0314,0.0065,0.0029,0,0.0274,0.0107,0,0.4041,0.5959,4,1,0.1313,0.6449,,,1170,5,10955,,7389,0.6718,0.4335,517,1536,1400,1,47975.5,0.5845
Anabaptist Mennonite Biblical Seminary,,,,,,,,,,,,4,2,,,,,,3,,,5868,0.7778,,88,,,,,0.5845
Mid-America College of Funeral Service,0.8966,0.0776,0.0259,0,0,0,0,0,0,0.3879,0.6121,3,2,0.5862,,,,,3,,18370,3333,,0.7951,,,0,,36066,0.5845
West Michigan College of Barbering and Beauty,0.3036,0.4464,0.1964,0,0,0,0.0536,0,0,0.2679,0.7321,1,3,0.0893,,,,,3,,11744,,,0.4712,,,,,27754,0.5845
University of Notre Dame,0.6738,0.0363,0.1151,0.046,0.0021,0.001,0.0549,0.0611,0.0097,0.5212,0.4788,4,2,0.001,0.1583,720,755,1490,3,,33025,14604,0.903,0.313,3951,43,1050,1,47975.5,0.5845
Oakland City University,0.6312,0.0781,0.0498,0.0066,0.01,0,0.0581,0.0116,0.1545,0.505,0.495,4,2,0.1794,0.5475,515,510,1023,3,,11894,5733,0.2079,0.2226,170,663,1458,1,47975.5,0.5845
PJ's College of Cosmetology-Richmond,0.7838,0.0946,0.027,0,0,0,0.0811,0,0.0135,0.0676,0.9324,1,3,0.4189,,,,,3,,12160,,,0.6098,,,,,27754,0.5845
Ravenscroft Beauty College,0.2857,0.4737,0.1128,0.0526,0.0075,0,0.0677,0,0,0.3835,0.6165,1,3,0.5414,,,,,3,,17272,,,0.5861,,,,,27754,0.5845
Rogers Academy of Hair Design,0.6316,0.2421,0.0211,0.0105,0,0,0.0737,0,0.0211,0.3789,0.6211,1,3,0.4421,,,,,3,,15502,,,0.6601,,,,,27754,0.5845
Rose-Hulman Institute of Technology,0.6461,0.0397,0.0472,0.0587,0.002,0.001,0.0457,0.1426,0.0171,0.757,0.243,4,2,0.004,0.7421,650,704,1367,3,,39076,11090,0.9505,0.4542,38,8,1500,1,47975.5,0.5845
Saint Mary-of-the-Woods College,0.7603,0.0517,0.0265,0.004,0,0.0013,0.1166,0.004,0.0358,0.1444,0.8556,4,2,0.3533,0.6723,520,505,1031,3,,15669,5627,0.2902,0.7165,327,12,1600,5,47975.5,0.5845
Saint Meinrad School of Theology,,,,,,,,,,,,4,2,,,,,,3,,,8085,1,,177,,,,,0.5845
Saint Elizabeth School of Nursing,0.8601,0.021,0.0699,0,0.014,0,0.035,0,0,0.0559,0.9441,1,2,0.4545,0.6923,455,455,910,3,,21932,,,0.7698,,,882,1,27754,0.5845
Taylor University,0.8326,0.0338,0.0431,0.0256,0.0027,0.0033,0.0115,0.0474,0,0.4607,0.5393,4,2,0.02,0.6813,595,600,1205,3,,25888,6866,0.6473,0.419,26,313,1100,1,47975.5,0.5845
Trine University,0.8042,0.0425,0.05,0.017,0.0024,0,0.0316,0.0396,0.0127,0.6632,0.3368,4,2,0.0108,0.8157,565,585,1170,3,,23202,7426,0.4444,0.3542,162,1688,1200,1,47975.5,0.5845
Valparaiso University,0.7228,0.0536,0.1089,0.0223,0.0013,0.0003,0.0317,0.0317,0.0273,0.4422,0.5578,4,2,0.0428,0.8585,590,590,1202,3,,18852,7866,0.7511,0.5674,510,27,1200,1,47975.5,0.5845
Vincennes Beauty College,0.9444,0.0278,0,0,0,0,0.0278,0,0,0.0278,0.9722,1,3,0.2222,,,,,3,,10370,,,0.3125,,,,,27754,0.5845
Vincennes University,0.7181,0.0826,0.1291,0.0077,0.0044,0.0022,0.0234,0.0072,0.0253,0.5682,0.4318,3,1,0.0973,,,,,3,10845,,5929,0.2375,0.1411,,11815,1298,,36066,0.5845
Wabash Valley College,0.8477,0.0488,0.0625,0.0156,0.0039,0,0.0215,0,0,0.4375,0.5625,2,1,0.6829,,,,,3,6061,,5747,0.3298,0.0382,,2134,1300,,36066,0.5845
Allen County Community College,0.7118,0.0918,0.1129,0.0143,0.0203,0.0023,0.0391,0.0008,0.0068,0.4056,0.5944,2,1,0.1554,,,,,4,7760,,5786,0.2206,0.1169,,1078,392,,36066,0.5845
Briar Cliff University,0.5714,0.1226,0.1846,0.0253,0.0101,0.0114,0.0114,0.0569,0.0063,0.4501,0.5499,4,2,0.2076,,,,,4,,20604,6006,0.6979,0.6742,257,81,1320,,47975.5,0.5845
Buena Vista University,0.7263,0.0248,0.0757,0.0071,0.0064,0,0.0212,0.0071,0.1315,0.3614,0.6386,4,2,0.364,0.5735,510,510,1108,4,,17544,6543,0.3647,0.7671,337,64,999,1,47975.5,0.5845
Capri College-Dubuque,0.854,0.0657,0.0584,0.0073,0,0,0.0146,0,0,0.0438,0.9562,1,3,0.3066,,,,,4,,11300,,,0.5877,,,,,27754,0.5845
Capri College-Cedar Rapids,0.7939,0.0848,0.0667,0.0061,0.0061,0,0.0364,0,0.0061,0.0485,0.9515,1,3,0.303,,,,,4,,11024,,,0.4857,,,,,27754,0.5845
Clarke University,0.6936,0.0882,0.1106,0.012,0.0045,0.006,0.0269,0.0224,0.0359,0.4634,0.5366,4,2,0.0628,0.9385,515,515,1054,4,,34204,6167,0.5674,0.4879,219,16,1330,1,47975.5,0.5845
Coe College,0.6768,0.0733,0.1169,0.0472,0.0044,0.0015,0.0261,0.0138,0.0399,0.4532,0.5468,3,2,0.0154,0.6333,,,,4,,19955,6852,1,0.718,,53,1000,2,47975.5,0.5845
Weill Medical College of Cornell University,,,,,,,,,,,,4,2,,,,,,2,,,,1,,1327,,,,,0.5845
Des Moines Area Community College,0.6758,0.0771,0.0836,0.0393,0.0027,0.0006,0.0348,0.007,0.079,0.4253,0.5747,2,1,0.1881,,,,,4,10076,,7648,0.9973,0.1813,,11746,904,,36066,0.5845
Divine Word College,0.0308,0.0154,0.0154,0.1692,0,0,0,0.7692,0,0.5692,0.4308,3,2,0.8182,0.625,,,,4,,,5894,0.68,0.0877,,1,300,2,47975.5,0.5845
Dordt University,0.8195,0.0122,0.0297,0.0091,0.0046,0,0.0099,0.0876,0.0274,0.5491,0.4509,4,2,0.0152,0.7546,590,595,1202,4,,25102,6509,0.6377,0.5386,162,72,1110,1,47975.5,0.5845
Drake University,0.7578,0.0555,0.0693,0.0455,0.0003,0,0.0341,0.0351,0.0024,0.4108,0.5892,4,2,0.0332,0.6764,620,615,1285,4,,29432,9566,0.6694,0.4793,1930,52,1100,1,47975.5,0.5845
University of Dubuque,0.6283,0.1436,0.0776,0.0137,0.0016,0.0037,0.028,0.0697,0.0338,0.5539,0.4461,4,2,0.2005,0.7269,480,480,1004,4,,26748,5731,1,0.8243,402,6,950,1,47975.5,0.5845
Ellsworth Community College,0.6538,0.1806,0.0619,0.0017,0,0.0067,0.0268,0.0385,0.0301,0.4866,0.5134,2,1,0.1026,,,,,4,11198,,7268,1,0.5038,,143,1200,,36066,0.5845
Emmaus Bible College,0.7488,0.0443,0.069,0.0394,0.0197,0,0.0296,0.0296,0.0197,0.4236,0.5764,3,2,0.0837,0.9381,570,535,1126,4,,13473,4543,0.6757,0.3908,,12,600,1,47975.5,0.5845
Eastern Iowa Community College District,0.6874,0.0936,0.1283,0.0213,0.0034,0.0017,0.0429,0.0025,0.019,0.3563,0.6437,2,1,0.2209,,,,,4,10650,,5672,1,0.2098,,4432,1600,,36066,0.5845
Faith Baptist Bible College and Theological Seminary,0.8712,0.0114,0.0076,0.0379,0.0038,0,0.0417,0.0265,0,0.4545,0.5455,4,2,0.0345,0.625,,,,4,,14419,5203,0.38,0.3276,43,55,1305,5,47975.5,0.5845
Faust Institute of Cosmetology-Storm Lake,0.5,0,0.5,0,0,0,0,0,0,0.0714,0.9286,1,3,0.2857,,,,,4,,5056,,,0.8276,,,,,27754,0.5845
Graceland University-Lamoni,0.6408,0.0932,0.1056,0.0114,0.0052,0.0176,0.0424,0.0611,0.0228,0.4234,0.5766,4,2,0.1453,0.5811,520,500,1067,4,,17650,6150,0.9873,0.7551,701,66,1400,1,47975.5,0.5845
Grand View University,0.6429,0.0846,0.0846,0.0342,0.0023,0.0017,0.04,0.0319,0.0777,0.4614,0.5386,4,2,0.1656,0.9587,500,520,1033,4,,19826,6675,0.4063,0.7097,89,75,836,1,47975.5,0.5845
Grinnell College,0.5056,0.046,0.0796,0.076,0,0,0.0442,0.2039,0.0448,0.4691,0.5309,3,2,0.0023,0.2308,705,745,1457,4,,22486,11518,0.8162,0.3945,,36,900,1,47975.5,0.5845
Hamilton Technical College,0.694,0.1269,0.1567,0,0,0,0.0224,0,0,0.4403,0.5597,3,3,0.4925,,,,,4,,19640,3830,,0.8358,,,,,27754,0.5845
Hawkeye Community College,0.8007,0.0858,0.0502,0.0133,0.002,0.0023,0.0323,0.0133,0,0.4385,0.5615,2,1,0.1586,,,,,4,11495,,6368,1,0.3084,,2106,1324,,36066,0.5845
American Hair Academy,0.8889,0.037,0,0,0,0,0.037,0,0.037,0.037,0.963,1,3,0.2593,,,,,4,,9127,,,0.8421,,,,,27754,0.5845
Indian Hills Community College,0.735,0.0813,0.0752,0.0092,0.0031,0.0015,0.0332,0.0542,0.0072,0.4742,0.5258,2,1,0.1514,,,,,4,7217,,6196,0.3384,0.3282,,1657,1344,,36066,0.5845
Iowa Central Community College,0.6391,0.1474,0.0834,0.0108,0.007,0.0025,0.029,0.0382,0.0426,0.5095,0.4905,2,1,0.1635,,,,,4,10102,,7593,1,0.3896,,2095,1440,,36066,0.5845
Iowa Lakes Community College,0.7441,0.074,0.0585,0.0101,0.011,0.0027,0.0018,0.0494,0.0484,0.5091,0.4909,2,1,0.1376,,,,,4,10509,,5857,0.9859,0.2741,,941,1384,,36066,0.5845
UnityPoint Health-Des Moines School of Radiologic Technology,1,0,0,0,0,0,0,0,0,0.0588,0.9412,1,2,0.4706,,,,,4,,,,,0.4375,,,,,27754,0.5845
American College of Hairstyling-Des Moines,0.5,0.3182,0.1364,0,0,0,0.0455,0,0,0.9091,0.0909,1,3,0.4091,,,,,4,,8450,,,0.6585,,,,,27754,0.5845
Iowa School of Beauty-Des Moines,0.6863,0.1569,0.0784,0.0196,0,0,0.0588,0,0,0.0196,0.9804,1,3,0.1765,,,,,4,,13237,,,0.6212,,,,,27754,0.5845
Iowa State University,0.7553,0.025,0.0631,0.0358,0.0018,0.0006,0.0264,0.0508,0.0411,0.5736,0.4264,4,1,0.0433,0.9205,595,625,1220,4,15496,,11329,0.8351,0.4766,5078,364,1041,1,47975.5,0.5845
Iowa Wesleyan University,0.3993,0.1878,0.0812,0.0051,0.0034,0.0051,0.066,0.1658,0.0863,0.4805,0.5195,3,2,0.1147,0.5831,500,490,1042,4,,26312,6004,0.3304,0.6369,29,2,1315,1,47975.5,0.5845
Iowa Western Community College,0.6836,0.139,0.0936,0.0153,0.0167,0.0016,0,0.0284,0.0218,0.4193,0.5807,2,1,0.186,,,,,4,11477,,5626,1,0.4509,,2314,1400,,36066,0.5845
University of Iowa,0.7392,0.0294,0.0793,0.0414,0.002,0.0008,0.0343,0.0539,0.0198,0.4596,0.5404,4,1,0.0658,0.8255,610,625,1235,4,19145,,11308,0.8442,0.4269,7758,562,950,1,47975.5,0.5845
Kirkwood Community College,0.6955,0.1199,0.0704,0.0188,0.004,0.0011,0.0316,0.0234,0.0354,0.4404,0.5596,2,1,0.1778,,,,,4,10939,,7116,1,0.2879,,5224,1000,,36066,0.5845
La James International College-Cedar Falls,0.4583,0.4167,0.0833,0,0,0,0.0417,0,0,0,1,1,3,0.5,,,,,4,,15202,,,0.6053,,,,,27754,0.5845
La James International College-Johnston,0.6182,0.2545,0.0727,0.0545,0,0,0,0,0,0.0545,0.9455,1,3,0.3818,,,,,4,,14290,,,0.5056,,,,,27754,0.5845
La James College of Hairstyling and Cosmetology,0.9074,0.0185,0.037,0.0185,0,0,0,0,0.0185,0.0185,0.9815,1,3,0.3148,,,,,4,,8394,,,0.775,,,,,27754,0.5845
La James International College-Ft Dodge,0.6875,0.1875,0,0,0,0.0625,0,0,0.0625,0,1,1,3,0.4375,,,,,4,,14992,,,0.5789,,,,,27754,0.5845
Loras College,0.7935,0.0349,0.0932,0.007,0,0.0008,0.0241,0.0194,0.0272,0.5637,0.4363,4,2,0.042,0.7532,528,528,1112,4,,20676,6777,0.7832,0.6856,83,45,1100,1,47975.5,0.5845
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.0283,0.7264,515,535,1138,4,,16368,6609,0.6118,0.5602,,149,800,1,47975.5,0.5845
Maharishi International University,0.2917,0.0636,0.0724,0.0197,0.0066,0,0.0241,0.0219,0.5,0.2961,0.7039,4,2,0.6061,0.8113,,,,4,,12441,3345,0.8906,0.6574,1404,1,1000,3,47975.5,0.5845
Marshalltown Community College,0.5159,0.0547,0.2221,0.0262,0.0342,0.0103,0.0308,0.0831,0.0228,0.4374,0.5626,2,1,0.114,,,,,4,7456,,7518,1,0.1828,,1069,1352,,36066,0.5845
Mercy College of Health Sciences,0.7434,0.0809,0.067,0.048,0.0013,0.0013,0.0253,0,0.0329,0.1504,0.8496,3,2,0.4717,0.9781,,,,4,,21989,5835,0.459,0.7675,,4,1588,5,47975.5,0.5845
Morningside College,0.7262,0.0247,0.0724,0.0115,0.0049,0.0008,0.037,0.051,0.0715,0.5008,0.4992,4,2,0.0736,0.6309,,,1120,4,,21337,6969,1,0.7324,1322,61,1300,1,47975.5,0.5845
Mount Mercy University,0.7642,0.0896,0.007,0.0154,0.0091,0.0056,0.0161,0.0364,0.0567,0.3205,0.6795,4,2,0.2878,0.6599,,,1085,4,,20857,6087,1,0.7295,365,13,1320,1,47975.5,0.5845
Ashford University,0.4253,0.3079,0.157,0.0174,0.0072,0.0082,0.0383,0.0019,0.0368,0.2947,0.7053,4,3,0.8667,,,,,8,,20510,6588,0.0806,0.5666,5706,520,1070,,47975.5,0.5845
North Iowa Area Community College,0.8055,0.0526,0.0704,0.0092,0.0017,0,0.028,0.0303,0.0023,0.4365,0.5635,2,1,0.1493,,,,,4,8409,,7210,1,0.2778,,1146,1020,,36066,0.5845
University of Northern Iowa,0.8278,0.0239,0.0439,0.0138,0.0013,0.001,0.0269,0.0246,0.0369,0.4124,0.5876,4,1,0.0772,0.7905,556,555,1149,4,15620,,8344,0.7728,0.5461,1524,165,900,1,47975.5,0.5845
Northwestern College,0.1812,0.4628,0.2718,0.0194,0,0,0.0275,0,0.0372,0.0712,0.9288,2,3,0.5841,1,,,,3,,23875,5485,0.2456,0.8593,,,1548,2,36066,0.5845
Northeast Iowa Community College,0.8424,0.0497,0.032,0.0108,0.002,0.0074,0.0123,0.0015,0.0419,0.3274,0.6726,2,1,0.1547,,,,,4,10505,,6027,0.3242,0.238,,2377,1400,,36066,0.5845
Northwest Iowa Community College,0.7357,0.0673,0.1135,0.0125,0.01,0.0012,0.0212,0,0.0387,0.4751,0.5249,2,1,0.1694,,,,,4,12125,,6795,0.2292,0.1919,,975,1312,,36066,0.5845
Des Moines University-Osteopathic Medical Center,,,,,,,,,,,,4,2,,,,,,4,,,8295,0.4878,,1530,,,,,0.5845
Iowa School of Beauty-Ottumwa,1,0,0,0,0,0,0,0,0,0,1,1,3,0.25,,,,,4,,9278,,,0.4898,,,,,27754,0.5845
Palmer College of Chiropractic,0.6207,0.069,0.1379,0.0345,0,0,0.069,0,0.069,0.5862,0.4138,4,2,0.2069,,,,,4,,,6278,0.8086,0.7083,2165,,,,47975.5,0.5845
PCI Academy-Ames,0.837,0.0593,0.0667,0.0074,0,0,0.0074,0,0.0222,0.0296,0.9704,1,3,0.1926,,,,,4,,15847,,,0.4502,,,,,27754,0.5845
Saint Ambrose University,0.7377,0.0476,0.0863,0.0147,0.0013,0.0013,0.0333,0.0405,0.0373,0.4518,0.5482,4,2,0.1018,0.7679,540,630,1149,4,,26204,7514,1,0.6812,708,11,1320,1,47975.5,0.5845
Saint Luke's College of Health Sciences,0.6245,0.1556,0.0353,0.0415,0.0062,0.0083,0.0415,0,0.0871,0.0996,0.9004,4,2,0.4842,,,,,4,,23068,7716,0.8387,0.7129,129,24,400,,47975.5,0.5845
La James International College-Davenport,0.5606,0.2424,0.1212,0,0,0,0.0758,0,0,0.0758,0.9242,1,3,0.5606,,,,,4,,13447,,,0.59,,,,,27754,0.5845
Southeastern Community College,0.3377,0.0574,0.0574,0.0131,0.0194,0.0025,0.0194,0.063,0.4301,0.3995,0.6005,2,1,0.1945,,,,,4,7223,,6647,1,0.2578,,876,1384,,36066,0.5845
Capri College-Davenport,0.7188,0.125,0.1094,0.0156,0.0078,0,0.0078,0.0078,0.0078,0.0391,0.9609,1,3,0.2422,,,,,4,,11933,,,0.5152,,,,,27754,0.5845
Iowa School of Beauty-Sioux City,0.25,0,0.5833,0,0.1667,0,0,0,0,0,1,1,3,0.1667,,,,,4,,13129,,,0.7302,,,,,27754,0.5845
New England School of Hair Design,0.9444,0,0,0,0,0,0.0556,0,0,0,1,1,3,0.1667,,,,,1,,15286,,,0.4878,,,,,27754,0.5845
Upper Iowa University,0.6163,0.1896,0.0541,0.0157,0.002,0.0041,0.0209,0.0494,0.0477,0.3837,0.6163,4,2,0.6484,0.5128,530,540,1082,4,,21624,5842,1,0.564,599,242,1560,1,47975.5,0.5845
Waldorf University,0.2515,0.0508,0.0366,0.0012,0.0041,0.0057,0.0065,0.0329,0.6107,0.5969,0.4031,4,3,0.6579,0.6614,510,505,1029,4,,20036,5441,0.2459,0.5235,519,91,1348,1,47975.5,0.5845
Wartburg College,0.7767,0.0379,0.048,0.0122,0.0014,0.002,0.0318,0.0771,0.0129,0.4547,0.5453,3,2,0.0093,0.7514,570,560,1166,4,,21787,6803,1,0.6756,,27,1100,1,47975.5,0.5845
Wartburg Theological Seminary,,,,,,,,,,,,4,2,,,,,,4,,,6594,0.9091,,186,,,,,0.5845
The Salon Professional Academy-Cedar Falls,0.6,0.175,0.125,0,0,0,0.1,0,0,0.525,0.475,1,3,0.325,,,,,4,,8387,,,0.493,,,,,27754,0.5845
Western Iowa Tech Community College,0.5557,0.0502,0.1839,0.0204,0.0152,0.001,0.063,0.0848,0.0256,0.3653,0.6347,2,1,0.1926,,,,,4,7201,,6592,0.307,0.3521,,3088,1320,,27754,0.5845
William Penn University,0.5275,0.2203,0.0809,0.0103,0.0086,0.0043,0.0516,0.0396,0.0568,0.5482,0.4518,4,2,0.1732,0.5821,485,485,990,4,,20637,5754,0.9574,0.8295,63,33,1278,5,47975.5,0.5845
Baker University,0.7209,0.0806,0.0892,0.0144,0.0079,0.0036,0.0489,0.0187,0.0158,0.4209,0.5791,4,2,0.2087,0.8798,535,550,1131,4,,22879,6031,0.2409,0.5075,923,282,1200,1,47975.5,0.5845
Barton County Community College,0.6064,0.1415,0.15,0.0258,0.0157,0.0055,0.0356,0.0008,0.0186,0.4064,0.5936,2,1,0.3537,,,,,4,8792,,5613,0.9589,0.1016,,1940,1440,,36066,0.5845
Benedictine College,0.7793,0.0287,0.0932,0.0123,0.0061,0.0036,0.043,0.0189,0.0148,0.4813,0.5187,4,2,0.0187,0.9705,600,585,1200,4,,23011,6922,0.6703,0.5503,73,132,1200,1,47975.5,0.5845
Bethel College-North Newton,0.6156,0.1844,0.1022,0.0156,0.0111,0,0.02,0.0489,0.0022,0.5244,0.4756,3,2,0.0461,0.5748,505,525,1067,4,,21646,5622,0.6508,0.75,,6,700,1,47975.5,0.5845
Butler Community College,0.5912,0.0876,0.1496,0.0455,0.012,0.0038,0,0.0219,0.0884,0.3831,0.6169,2,1,0.2563,,,,,4,13895,,6191,1,0.2208,,1112,1200,,36066,0.5845
Central Christian College of Kansas,0.5499,0.1692,0.1472,0.0034,0.0203,0.0017,0.0355,0.0254,0.0474,0.4721,0.5279,3,2,0.4845,,,,,4,,14386,3708,0.338,0.8237,,86,1000,,47975.5,0.5845
Cloud County Community College,0.5786,0.0806,0.0904,0.0138,0.0187,0.001,0.0521,0.11,0.055,0.4686,0.5314,2,1,0.1465,,,,,4,10406,,3939,0.2216,0.1756,,784,1554,,36066,0.5845
Coffeyville Community College,0.489,0.2517,0.0928,0.0038,0.0421,0.0048,0.088,0.0278,0,0.5445,0.4555,2,1,0.2184,,,,,4,5377,,5046,0.6769,0.2471,,713,1100,,36066,0.5845
Colby Community College,0.681,0.0341,0.0556,0.0045,0.0068,0.0045,0.1112,0.0692,0.0329,0.252,0.748,2,1,0.2021,,,,,4,9905,,3484,0.98,0.1416,,529,1200,,36066,0.5845
Cowley County Community College,0.6545,0.0628,0.1174,0.0116,0.0287,0.0022,0.0639,0.0534,0.0055,0.4165,0.5835,2,1,0.2513,,,,,4,7908,,5646,1,0.274,,648,2000,,36066,0.5845
Dodge City Community College,0.4246,0.0964,0.4295,0.0182,0.0042,0.0014,0.0223,0,0.0035,0.4784,0.5216,2,1,0.1943,,,,,4,4506,,6059,1,0.1047,,81,1600,,36066,0.5845
Donnelly College,0.1149,0.3581,0.375,0.0811,0.0169,0.0034,0.0338,0.0068,0.0101,0.2939,0.7061,3,2,0.495,,,,,4,,11732,6159,1,0.3269,,7,960,,36066,0.5845
Emporia State University,0.6961,0.047,0.0694,0.0089,0.0037,0.0006,0.105,0.0516,0.0178,0.3653,0.6347,4,1,0.099,0.8467,498,505,1116,4,14822,,6946,0.8847,0.6397,2472,147,1000,1,47975.5,0.5845
Flint Hills Technical College,0.6834,0.0427,0.2211,0.0126,0.0075,0,0.0327,0,0,0.5,0.5,2,1,0.0845,,,,,4,13170,,5129,0.5152,0.1607,,1116,1700,,27754,0.5845
